transaction_date,year_transacted,month_transacted,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2017-01,2017,01,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,13 TO 15,90,DBSS,2011,93 years 08 months,688000
2017-01,2017,01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91,DBSS,2011,93 years 07 months,730000
2017-01,2017,01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,22 TO 24,91,DBSS,2011,93 years 07 months,756000
2017-01,2017,01,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,93 years 07 months,770000
2017-01,2017,01,BISHAN,4 ROOM,275A,BISHAN ST 24,34 TO 36,95,DBSS,2011,93 years 07 months,808000
2017-01,2017,01,BISHAN,5 ROOM,275A,BISHAN ST 24,04 TO 06,120,DBSS,2011,93 years 08 months,830000
2017-01,2017,01,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,04 TO 06,115,DBSS,2011,93 years 11 months,858000
2017-01,2017,01,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,25 TO 27,119,DBSS,2011,93 years,1005000
2017-01,2017,01,TAMPINES,5 ROOM,518A,TAMPINES CTRL 7,10 TO 12,109,DBSS,2008,90 years 11 months,730000
2017-01,2017,01,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,13 TO 15,114,DBSS,2008,90 years,730000
2017-02,2017,02,BISHAN,4 ROOM,273A,BISHAN ST 24,13 TO 15,95,DBSS,2011,93 years 06 months,765000
2017-02,2017,02,BISHAN,4 ROOM,275A,BISHAN ST 24,22 TO 24,95,DBSS,2011,93 years 07 months,788888
2017-02,2017,02,BISHAN,4 ROOM,273A,BISHAN ST 24,25 TO 27,95,DBSS,2011,93 years 07 months,790000
2017-02,2017,02,BISHAN,5 ROOM,275A,BISHAN ST 24,01 TO 03,120,DBSS,2011,93 years 07 months,840000
2017-02,2017,02,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,120,DBSS,2011,93 years 07 months,890000
2017-02,2017,02,BISHAN,5 ROOM,273B,BISHAN ST 24,40 TO 42,120,DBSS,2011,93 years 07 months,1180000
2017-02,2017,02,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,40 TO 42,107,DBSS,2011,92 years,910000
2017-02,2017,02,TAMPINES,4 ROOM,167D,SIMEI LANE,07 TO 09,94,DBSS,2011,93 years 11 months,605000
2017-02,2017,02,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,90 years 10 months,670000
2017-02,2017,02,TAMPINES,5 ROOM,167B,SIMEI LANE,04 TO 06,110,DBSS,2011,93 years 11 months,680000
2017-02,2017,02,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,93 years 11 months,710000
2017-03,2017,03,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,07 TO 09,90,DBSS,2011,93 years 05 months,690000
2017-03,2017,03,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,93 years 05 months,756800
2017-03,2017,03,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,13 TO 15,120,DBSS,2011,93 years 05 months,838000
2017-03,2017,03,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,07 TO 09,117,DBSS,2011,93 years 05 months,844000
2017-03,2017,03,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,28 TO 30,117,DBSS,2011,93 years 04 months,920000
2017-03,2017,03,BISHAN,5 ROOM,273A,BISHAN ST 24,01 TO 03,120,DBSS,2011,93 years 05 months,810000
2017-03,2017,03,BISHAN,5 ROOM,273B,BISHAN ST 24,16 TO 18,120,DBSS,2011,93 years 06 months,935000
2017-03,2017,03,BISHAN,5 ROOM,273A,BISHAN ST 24,28 TO 30,120,DBSS,2011,93 years 05 months,985000
2017-03,2017,03,BISHAN,5 ROOM,275A,BISHAN ST 24,31 TO 33,120,DBSS,2011,93 years 05 months,1000000
2017-03,2017,03,KALLANG/WHAMPOA,3 ROOM,7,BOON KENG RD,07 TO 09,70,DBSS,2011,92 years 11 months,608888
2017-03,2017,03,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,10 TO 12,107,DBSS,2011,92 years 11 months,820000
2017-03,2017,03,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,19 TO 21,107,DBSS,2011,92 years 10 months,865000
2017-03,2017,03,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,13 TO 15,109,DBSS,2011,92 years 10 months,868000
2017-03,2017,03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,34 TO 36,107,DBSS,2011,92 years 10 months,900000
2017-03,2017,03,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,22 TO 24,117,DBSS,2011,92 years 11 months,979000
2017-03,2017,03,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,04 TO 06,114,DBSS,2008,90 years 10 months,670000
2017-03,2017,03,TAMPINES,5 ROOM,168C,SIMEI LANE,01 TO 03,107,DBSS,2011,93 years,682000
2017-03,2017,03,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,07 TO 09,108,DBSS,2008,90 years 10 months,688000
2017-03,2017,03,TAMPINES,5 ROOM,168C,SIMEI LANE,07 TO 09,110,DBSS,2011,92 years,728000
2017-03,2017,03,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,10 TO 12,114,DBSS,2008,90 years 09 months,741000
2017-03,2017,03,TAMPINES,5 ROOM,518A,TAMPINES CTRL 7,13 TO 15,109,DBSS,2008,90 years 10 months,755000
2017-03,2017,03,TAMPINES,5 ROOM,167B,SIMEI LANE,10 TO 12,107,DBSS,2011,92 years,765000
2017-03,2017,03,TAMPINES,5 ROOM,168A,SIMEI LANE,10 TO 12,110,DBSS,2011,92 years 11 months,770000
2017-04,2017,04,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,28 TO 30,91,DBSS,2011,93 years 04 months,715000
2017-04,2017,04,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,13 TO 15,112,DBSS,2011,93 years 04 months,790000
2017-04,2017,04,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,16 TO 18,120,DBSS,2011,93 years 04 months,840000
2017-04,2017,04,BISHAN,4 ROOM,273A,BISHAN ST 24,01 TO 03,95,DBSS,2011,93 years 05 months,705000
2017-04,2017,04,BISHAN,4 ROOM,273B,BISHAN ST 24,04 TO 06,95,DBSS,2011,93 years 04 months,745000
2017-04,2017,04,BISHAN,4 ROOM,273B,BISHAN ST 24,22 TO 24,95,DBSS,2011,93 years 04 months,763000
2017-04,2017,04,BISHAN,5 ROOM,273B,BISHAN ST 24,22 TO 24,120,DBSS,2011,93 years 04 months,950000
2017-04,2017,04,BISHAN,5 ROOM,275A,BISHAN ST 24,22 TO 24,120,DBSS,2011,93 years 04 months,960000
2017-04,2017,04,BISHAN,5 ROOM,273B,BISHAN ST 24,25 TO 27,120,DBSS,2011,93 years 04 months,995000
2017-04,2017,04,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,13 TO 15,117,DBSS,2011,92 years 09 months,895000
2017-04,2017,04,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,28 TO 30,109,DBSS,2011,92 years 10 months,920000
2017-04,2017,04,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,19 TO 21,119,DBSS,2011,92 years 11 months,968000
2017-04,2017,04,TAMPINES,4 ROOM,167C,SIMEI LANE,04 TO 06,94,DBSS,2011,92 years 11 months,535000
2017-04,2017,04,TAMPINES,4 ROOM,168A,SIMEI LANE,10 TO 12,94,DBSS,2011,92 years 11 months,615000
2017-04,2017,04,TAMPINES,5 ROOM,167A,SIMEI LANE,04 TO 06,107,DBSS,2011,92 years,640000
2017-04,2017,04,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,07 TO 09,108,DBSS,2008,90 years 09 months,690000
2017-04,2017,04,TAMPINES,5 ROOM,168B,SIMEI LANE,10 TO 12,107,DBSS,2011,92 years 11 months,730000
2017-04,2017,04,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,13 TO 15,110,DBSS,2008,90 years 09 months,740000
2017-04,2017,04,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,16 TO 18,107,DBSS,2008,90 years 09 months,747888
2017-05,2017,05,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,19 TO 21,90,DBSS,2011,93 years 03 months,685000
2017-05,2017,05,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91,DBSS,2011,93 years 03 months,690000
2017-05,2017,05,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,25 TO 27,91,DBSS,2011,93 years 03 months,735000
2017-05,2017,05,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,22 TO 24,91,DBSS,2011,93 years 03 months,760000
2017-05,2017,05,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,25 TO 27,91,DBSS,2011,93 years 03 months,768000
2017-05,2017,05,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,07 TO 09,112,DBSS,2011,93 years 04 months,760000
2017-05,2017,05,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,16 TO 18,112,DBSS,2011,93 years 03 months,768000
2017-05,2017,05,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,93 years 03 months,773000
2017-05,2017,05,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,04 TO 06,120,DBSS,2011,93 years 04 months,788000
2017-05,2017,05,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,04 TO 06,117,DBSS,2011,93 years 03 months,800000
2017-05,2017,05,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,22 TO 24,112,DBSS,2011,93 years 03 months,838888
2017-05,2017,05,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,22 TO 24,117,DBSS,2011,93 years 03 months,855000
2017-05,2017,05,BISHAN,4 ROOM,275A,BISHAN ST 24,28 TO 30,95,DBSS,2011,93 years 03 months,832000
2017-05,2017,05,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,120,DBSS,2011,93 years 04 months,875000
2017-05,2017,05,BISHAN,5 ROOM,275A,BISHAN ST 24,19 TO 21,120,DBSS,2011,93 years 03 months,950000
2017-05,2017,05,BISHAN,5 ROOM,273A,BISHAN ST 24,16 TO 18,120,DBSS,2011,93 years 04 months,980000
2017-05,2017,05,BISHAN,5 ROOM,273A,BISHAN ST 24,25 TO 27,120,DBSS,2011,93 years 03 months,1000000
2017-05,2017,05,BISHAN,5 ROOM,273B,BISHAN ST 24,31 TO 33,120,DBSS,2011,93 years 03 months,1006000
2017-05,2017,05,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,25 TO 27,95,DBSS,2011,92 years 09 months,780000
2017-05,2017,05,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,25 TO 27,107,DBSS,2011,92 years 08 months,865000
2017-05,2017,05,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,31 TO 33,107,DBSS,2011,92 years 08 months,948000
2017-05,2017,05,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,25 TO 27,117,DBSS,2011,92 years 09 months,970000
2017-05,2017,05,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,25 TO 27,117,DBSS,2011,92 years 08 months,978000
2017-05,2017,05,TAMPINES,4 ROOM,168A,SIMEI LANE,04 TO 06,94,DBSS,2011,92 years 10 months,570000
2017-05,2017,05,TAMPINES,4 ROOM,167B,SIMEI LANE,04 TO 06,94,DBSS,2011,92 years 10 months,588000
2017-05,2017,05,TAMPINES,4 ROOM,518A,TAMPINES CTRL 7,16 TO 18,92,DBSS,2008,90 years 08 months,595168
2017-05,2017,05,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,01 TO 03,114,DBSS,2008,90 years 08 months,640000
2017-05,2017,05,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,90 years 07 months,660000
2017-05,2017,05,TAMPINES,5 ROOM,515A,TAMPINES CTRL 7,10 TO 12,109,DBSS,2008,90 years 08 months,704000
2017-05,2017,05,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,07 TO 09,113,DBSS,2008,90 years 07 months,725000
2017-05,2017,05,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,92 years 10 months,725000
2017-05,2017,05,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,10 TO 12,110,DBSS,2008,90 years 07 months,740000
2017-05,2017,05,TAMPINES,5 ROOM,167D,SIMEI LANE,10 TO 12,107,DBSS,2011,92 years 10 months,755000
2017-05,2017,05,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,04 TO 06,113,DBSS,2012,94 years,840000
2017-06,2017,06,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,22 TO 24,90,DBSS,2011,93 years 02 months,688000
2017-06,2017,06,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,13 TO 15,112,DBSS,2011,93 years 02 months,823888
2017-06,2017,06,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,25 TO 27,112,DBSS,2011,93 years 02 months,850000
2017-06,2017,06,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,13 TO 15,117,DBSS,2011,93 years 02 months,860000
2017-06,2017,06,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,25 TO 27,120,DBSS,2011,93 years 02 months,912000
2017-06,2017,06,BISHAN,4 ROOM,275A,BISHAN ST 24,34 TO 36,95,DBSS,2011,93 years 03 months,835000
2017-06,2017,06,BISHAN,5 ROOM,275A,BISHAN ST 24,19 TO 21,120,DBSS,2011,93 years 03 months,1000000
2017-06,2017,06,BISHAN,5 ROOM,275A,BISHAN ST 24,34 TO 36,120,DBSS,2011,93 years 03 months,1028888
2017-06,2017,06,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,19 TO 21,94,DBSS,2011,92 years 07 months,775000
2017-06,2017,06,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,31 TO 33,94,DBSS,2011,92 years 07 months,812000
2017-06,2017,06,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,13 TO 15,117,DBSS,2011,92 years 08 months,910000
2017-06,2017,06,TAMPINES,4 ROOM,168B,SIMEI LANE,01 TO 03,94,DBSS,2011,92 years 08 months,550000
2017-06,2017,06,TAMPINES,4 ROOM,518A,TAMPINES CTRL 7,13 TO 15,92,DBSS,2008,90 years 07 months,580000
2017-06,2017,06,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,92 years 09 months,715000
2017-06,2017,06,TAMPINES,5 ROOM,515D,TAMPINES CTRL 7,13 TO 15,109,DBSS,2008,90 years 06 months,720000
2017-06,2017,06,TAMPINES,5 ROOM,518A,TAMPINES CTRL 7,07 TO 09,110,DBSS,2008,90 years 06 months,720000
2017-06,2017,06,TAMPINES,5 ROOM,167A,SIMEI LANE,04 TO 06,111,DBSS,2011,92 years 09 months,740000
2017-06,2017,06,TAMPINES,5 ROOM,168B,SIMEI LANE,10 TO 12,107,DBSS,2011,92 years 08 months,752000
2017-06,2017,06,TOA PAYOH,3 ROOM,138B,LOR 1A TOA PAYOH,10 TO 12,70,DBSS,2012,93 years 10 months,555000
2017-06,2017,06,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,93 years 11 months,820000
2017-06,2017,06,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,04 TO 06,110,DBSS,2012,93 years 10 months,825000
2017-06,2017,06,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,07 TO 09,113,DBSS,2012,93 years 11 months,850000
2017-06,2017,06,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,19 TO 21,117,DBSS,2012,93 years 11 months,963888
2017-06,2017,06,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,25 TO 27,117,DBSS,2012,93 years 11 months,970000
2017-07,2017,07,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,07 TO 09,90,DBSS,2011,92 years 11 months,660000
2017-07,2017,07,BISHAN,4 ROOM,273B,BISHAN ST 24,04 TO 06,95,DBSS,2011,93 years 02 months,728000
2017-07,2017,07,BISHAN,4 ROOM,273A,BISHAN ST 24,22 TO 24,95,DBSS,2011,93 years 02 months,810000
2017-07,2017,07,BISHAN,5 ROOM,275A,BISHAN ST 24,37 TO 39,120,DBSS,2011,93 years 01 month,1028888
2017-07,2017,07,BISHAN,5 ROOM,273A,BISHAN ST 24,22 TO 24,120,DBSS,2011,93 years 02 months,1038000
2017-07,2017,07,BISHAN,5 ROOM,275A,BISHAN ST 24,34 TO 36,120,DBSS,2011,93 years 02 months,1050000
2017-07,2017,07,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,28 TO 30,95,DBSS,2011,92 years 07 months,828000
2017-07,2017,07,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,07 TO 09,113,DBSS,2011,92 years 06 months,835000
2017-07,2017,07,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,04 TO 06,115,DBSS,2011,92 years 06 months,880000
2017-07,2017,07,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,31 TO 33,109,DBSS,2011,92 years 06 months,955000
2017-07,2017,07,TAMPINES,4 ROOM,518A,TAMPINES CTRL 7,04 TO 06,92,DBSS,2008,90 years 05 months,570000
2017-07,2017,07,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,04 TO 06,108,DBSS,2008,90 years 05 months,650000
2017-07,2017,07,TAMPINES,5 ROOM,168D,SIMEI LANE,04 TO 06,107,DBSS,2011,92 years 08 months,658888
2017-07,2017,07,TOA PAYOH,3 ROOM,138C,LOR 1A TOA PAYOH,10 TO 12,70,DBSS,2012,93 years 09 months,580000
2017-07,2017,07,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,19 TO 21,91,DBSS,2012,93 years 10 months,760000
2017-07,2017,07,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,10 TO 12,110,DBSS,2012,93 years 10 months,845000
2017-07,2017,07,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,04 TO 06,113,DBSS,2012,93 years 10 months,850000
2017-07,2017,07,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,04 TO 06,113,DBSS,2012,93 years 10 months,855000
2017-07,2017,07,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,07 TO 09,110,DBSS,2012,93 years 10 months,858000
2017-07,2017,07,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,34 TO 36,114,DBSS,2012,93 years 09 months,875000
2017-07,2017,07,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,19 TO 21,117,DBSS,2012,93 years 09 months,920000
2017-07,2017,07,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,25 TO 27,114,DBSS,2012,93 years 11 months,950000
2017-07,2017,07,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,25 TO 27,114,DBSS,2012,93 years 09 months,958000
2017-07,2017,07,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,25 TO 27,117,DBSS,2012,93 years 10 months,970000
2017-07,2017,07,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,93 years 10 months,1010000
2017-07,2017,07,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,40 TO 42,117,DBSS,2012,93 years 10 months,1120000
2017-08,2017,08,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,04 TO 06,90,DBSS,2011,93 years,650000
2017-08,2017,08,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,28 TO 30,90,DBSS,2011,93 years,712000
2017-08,2017,08,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,93 years,756500
2017-08,2017,08,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,25 TO 27,112,DBSS,2011,93 years,790000
2017-08,2017,08,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,22 TO 24,112,DBSS,2011,92 years 11 months,838000
2017-08,2017,08,BISHAN,4 ROOM,275A,BISHAN ST 24,04 TO 06,95,DBSS,2011,92 years 11 months,718000
2017-08,2017,08,BISHAN,5 ROOM,273B,BISHAN ST 24,07 TO 09,120,DBSS,2011,92 years 11 months,938000
2017-08,2017,08,BISHAN,5 ROOM,273B,BISHAN ST 24,13 TO 15,120,DBSS,2011,93 years,1005000
2017-08,2017,08,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,19 TO 21,95,DBSS,2011,92 years 05 months,778000
2017-08,2017,08,KALLANG/WHAMPOA,4 ROOM,7,BOON KENG RD,37 TO 39,95,DBSS,2011,92 years 05 months,842000
2017-08,2017,08,KALLANG/WHAMPOA,4 ROOM,7,BOON KENG RD,37 TO 39,94,DBSS,2011,92 years 06 months,846000
2017-08,2017,08,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,10 TO 12,119,DBSS,2011,92 years 06 months,920000
2017-08,2017,08,TAMPINES,4 ROOM,167D,SIMEI LANE,10 TO 12,94,DBSS,2011,92 years 07 months,605000
2017-08,2017,08,TAMPINES,5 ROOM,168A,SIMEI LANE,04 TO 06,107,DBSS,2011,92 years 07 months,645000
2017-08,2017,08,TAMPINES,5 ROOM,515D,TAMPINES CTRL 7,10 TO 12,109,DBSS,2008,90 years 04 months,715000
2017-08,2017,08,TAMPINES,5 ROOM,515D,TAMPINES CTRL 7,07 TO 09,110,DBSS,2008,90 years 05 months,720000
2017-08,2017,08,TAMPINES,5 ROOM,167A,SIMEI LANE,07 TO 09,111,DBSS,2011,92 years 07 months,725000
2017-08,2017,08,TAMPINES,5 ROOM,168C,SIMEI LANE,07 TO 09,110,DBSS,2011,92 years 07 months,725000
2017-08,2017,08,TAMPINES,5 ROOM,518C,TAMPINES CTRL 7,13 TO 15,109,DBSS,2008,90 years 05 months,738888
2017-08,2017,08,TOA PAYOH,3 ROOM,138A,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,93 years 08 months,568888
2017-08,2017,08,TOA PAYOH,3 ROOM,138C,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,93 years 09 months,585000
2017-08,2017,08,TOA PAYOH,3 ROOM,138C,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,93 years 09 months,585000
2017-08,2017,08,TOA PAYOH,3 ROOM,139A,LOR 1A TOA PAYOH,04 TO 06,70,DBSS,2012,93 years 09 months,600000
2017-08,2017,08,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,34 TO 36,91,DBSS,2012,93 years 09 months,815000
2017-08,2017,08,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,13 TO 15,113,DBSS,2012,93 years 09 months,900000
2017-08,2017,08,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,16 TO 18,110,DBSS,2012,93 years 08 months,900000
2017-08,2017,08,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,22 TO 24,117,DBSS,2012,93 years 08 months,916888
2017-08,2017,08,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,13 TO 15,113,DBSS,2012,93 years 09 months,938000
2017-08,2017,08,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,19 TO 21,117,DBSS,2012,93 years 09 months,940000
2017-08,2017,08,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,114,DBSS,2012,93 years 09 months,960000
2017-08,2017,08,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,25 TO 27,117,DBSS,2012,93 years 09 months,975000
2017-08,2017,08,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,28 TO 30,117,DBSS,2012,93 years 09 months,985000
2017-08,2017,08,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,34 TO 36,114,DBSS,2012,93 years 10 months,985000
2017-08,2017,08,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,93 years 11 months,986000
2017-08,2017,08,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,117,DBSS,2012,93 years 09 months,990000
2017-09,2017,09,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91,DBSS,2011,92 years 10 months,743000
2017-09,2017,09,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,22 TO 24,112,DBSS,2011,92 years 11 months,775000
2017-09,2017,09,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,10 TO 12,112,DBSS,2011,92 years 11 months,780000
2017-09,2017,09,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,13 TO 15,112,DBSS,2011,92 years 11 months,800000
2017-09,2017,09,BISHAN,4 ROOM,273B,BISHAN ST 24,13 TO 15,95,DBSS,2011,93 years,760000
2017-09,2017,09,BISHAN,5 ROOM,273B,BISHAN ST 24,13 TO 15,120,DBSS,2011,92 years 11 months,1055000
2017-09,2017,09,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,19 TO 21,95,DBSS,2011,92 years 05 months,775000
2017-09,2017,09,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,16 TO 18,94,DBSS,2011,92 years 04 months,785000
2017-09,2017,09,KALLANG/WHAMPOA,4 ROOM,7,BOON KENG RD,19 TO 21,95,DBSS,2011,92 years 04 months,800000
2017-09,2017,09,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,31 TO 33,109,DBSS,2011,92 years 04 months,931000
2017-09,2017,09,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,31 TO 33,117,DBSS,2011,92 years 04 months,1000000
2017-09,2017,09,TAMPINES,4 ROOM,168B,SIMEI LANE,10 TO 12,94,DBSS,2011,92 years 06 months,613000
2017-09,2017,09,TAMPINES,5 ROOM,168D,SIMEI LANE,04 TO 06,107,DBSS,2011,92 years 06 months,650000
2017-09,2017,09,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,07 TO 09,113,DBSS,2008,90 years 03 months,690000
2017-09,2017,09,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,16 TO 18,108,DBSS,2008,90 years 04 months,690000
2017-09,2017,09,TAMPINES,5 ROOM,168B,SIMEI LANE,04 TO 06,110,DBSS,2011,92 years 06 months,715000
2017-09,2017,09,TAMPINES,5 ROOM,518A,TAMPINES CTRL 7,07 TO 09,109,DBSS,2008,90 years 03 months,725000
2017-09,2017,09,TAMPINES,5 ROOM,518C,TAMPINES CTRL 7,13 TO 15,108,DBSS,2008,90 years 04 months,735000
2017-09,2017,09,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,16 TO 18,113,DBSS,2008,90 years 04 months,737000
2017-09,2017,09,TOA PAYOH,3 ROOM,138B,LOR 1A TOA PAYOH,04 TO 06,70,DBSS,2012,93 years 08 months,565000
2017-09,2017,09,TOA PAYOH,3 ROOM,139B,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,93 years 08 months,615000
2017-09,2017,09,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,16 TO 18,91,DBSS,2012,93 years 08 months,748000
