transaction_date,year_transacted,month_transacted,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2018-12,2018,12,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,19 TO 21,117,DBSS,2011,91 years 08 months,897000
2018-12,2018,12,BISHAN,5 ROOM,273A,BISHAN ST 24,10 TO 12,120,DBSS,2011,91 years 09 months,980000
2018-12,2018,12,TOA PAYOH,3 ROOM,138B,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,92 years 05 months,610000
2018-12,2018,12,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 05 months,830000
2018-12,2018,12,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,114,DBSS,2012,92 years 05 months,993000
2018-12,2018,12,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,37 TO 39,114,DBSS,2012,92 years 05 months,1150000
2018-12,2018,12,YISHUN,4 ROOM,348A,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 10 months,600000
2018-12,2018,12,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 10 months,609888
2018-12,2018,12,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 09 months,530000
2018-12,2018,12,YISHUN,5 ROOM,347A,YISHUN AVE 11,16 TO 18,112,DBSS,2013,93 years 10 months,720000
2018-12,2018,12,YISHUN,5 ROOM,348C,YISHUN AVE 11,13 TO 15,112,DBSS,2013,93 years 10 months,710000
2018-12,2018,12,YISHUN,5 ROOM,347A,YISHUN AVE 11,10 TO 12,112,DBSS,2013,93 years 10 months,688000
2019-01,2019,01,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,04 TO 06,120,DBSS,2011,91 years 08 months,720000
2019-01,2019,01,BISHAN,4 ROOM,273B,BISHAN ST 24,28 TO 30,95,DBSS,2011,91 years 07 months,818000
2019-01,2019,01,BISHAN,4 ROOM,273A,BISHAN ST 24,31 TO 33,95,DBSS,2011,91 years 08 months,820000
2019-01,2019,01,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,31 TO 33,95,DBSS,2011,91 years,870000
2019-01,2019,01,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,37 TO 39,117,DBSS,2011,90 years 11 months,1185000
2019-01,2019,01,TAMPINES,2 ROOM,515A,TAMPINES CTRL 7,01 TO 03,50,DBSS,2008,88 years 11 months,300000
2019-01,2019,01,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 04 months,813000
2019-01,2019,01,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 05 months,815000
2019-01,2019,01,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,01 TO 03,110,DBSS,2012,92 years 04 months,818000
2019-01,2019,01,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,40 TO 42,117,DBSS,2012,92 years 04 months,1150000
2019-01,2019,01,YISHUN,3 ROOM,348D,YISHUN AVE 11,01 TO 03,67,DBSS,2013,93 years 08 months,360000
2019-01,2019,01,YISHUN,3 ROOM,347A,YISHUN AVE 11,07 TO 09,67,DBSS,2013,93 years 08 months,435000
2019-01,2019,01,YISHUN,3 ROOM,348B,YISHUN AVE 11,13 TO 15,67,DBSS,2013,93 years 09 months,438000
2019-01,2019,01,YISHUN,3 ROOM,348A,YISHUN AVE 11,07 TO 09,67,DBSS,2013,93 years 08 months,445000
2019-01,2019,01,YISHUN,4 ROOM,348D,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 09 months,555000
2019-01,2019,01,YISHUN,4 ROOM,348D,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 09 months,582500
2019-01,2019,01,YISHUN,4 ROOM,348C,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 09 months,585000
2019-01,2019,01,YISHUN,4 ROOM,348C,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 09 months,610000
2019-01,2019,01,YISHUN,5 ROOM,347B,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 09 months,715000
2019-01,2019,01,YISHUN,5 ROOM,348D,YISHUN AVE 11,16 TO 18,112,DBSS,2013,93 years 09 months,718188
2019-01,2019,01,YISHUN,5 ROOM,348D,YISHUN AVE 11,13 TO 15,112,DBSS,2013,93 years 09 months,758000
2019-02,2019,02,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,01 TO 03,112,DBSS,2011,91 years 06 months,680000
2019-02,2019,02,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,120,DBSS,2011,91 years 07 months,840000
2019-02,2019,02,BISHAN,5 ROOM,273A,BISHAN ST 24,07 TO 09,120,DBSS,2011,91 years 07 months,968000
2019-02,2019,02,KALLANG/WHAMPOA,3 ROOM,8,BOON KENG RD,07 TO 09,69,DBSS,2011,90 years 11 months,582000
2019-02,2019,02,TAMPINES,5 ROOM,168B,SIMEI LANE,07 TO 09,107,DBSS,2011,90 years 11 months,778000
2019-02,2019,02,TAMPINES,5 ROOM,515C,TAMPINES CTRL 7,07 TO 09,108,DBSS,2008,88 years 10 months,792000
2019-02,2019,02,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,92 years 03 months,800000
2019-02,2019,02,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,37 TO 39,91,DBSS,2012,92 years 03 months,853000
2019-02,2019,02,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,40 TO 42,91,DBSS,2012,92 years 03 months,880000
2019-02,2019,02,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,10 TO 12,113,DBSS,2012,92 years 03 months,890000
2019-02,2019,02,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,28 TO 30,117,DBSS,2012,92 years 03 months,998888
2019-02,2019,02,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,28 TO 30,114,DBSS,2012,92 years 03 months,1008000
2019-02,2019,02,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,117,DBSS,2012,92 years 03 months,1035000
2019-02,2019,02,YISHUN,4 ROOM,348A,YISHUN AVE 11,04 TO 06,92,DBSS,2013,93 years 08 months,550000
2019-02,2019,02,YISHUN,4 ROOM,348A,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 08 months,618000
2019-02,2019,02,YISHUN,4 ROOM,348A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 08 months,620000
2019-02,2019,02,YISHUN,4 ROOM,348A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 07 months,620000
2019-02,2019,02,YISHUN,5 ROOM,348D,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 08 months,688000
2019-02,2019,02,YISHUN,5 ROOM,348B,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 08 months,698000
2019-03,2019,03,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,07 TO 09,91,DBSS,2011,91 years 05 months,705000
2019-03,2019,03,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,13 TO 15,120,DBSS,2011,91 years 05 months,870000
2019-03,2019,03,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,28 TO 30,119,DBSS,2011,91 years 05 months,915000
2019-03,2019,03,BISHAN,4 ROOM,273B,BISHAN ST 24,01 TO 03,95,DBSS,2011,91 years 06 months,715000
2019-03,2019,03,BISHAN,4 ROOM,275A,BISHAN ST 24,01 TO 03,95,DBSS,2011,91 years 06 months,745000
2019-03,2019,03,BISHAN,5 ROOM,273A,BISHAN ST 24,04 TO 06,120,DBSS,2011,91 years 05 months,920000
2019-03,2019,03,BISHAN,5 ROOM,275A,BISHAN ST 24,13 TO 15,120,DBSS,2011,91 years 06 months,996000
2019-03,2019,03,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,25 TO 27,94,DBSS,2011,90 years 10 months,855000
2019-03,2019,03,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,04 TO 06,113,DBSS,2011,90 years 11 months,852000
2019-03,2019,03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,34 TO 36,109,DBSS,2011,90 years 10 months,1010000
2019-03,2019,03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,34 TO 36,119,DBSS,2011,90 years 11 months,1110000
2019-03,2019,03,TAMPINES,4 ROOM,167B,SIMEI LANE,10 TO 12,94,DBSS,2011,91 years,640000
2019-03,2019,03,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,07 TO 09,107,DBSS,2008,88 years 09 months,730000
2019-03,2019,03,TAMPINES,5 ROOM,168D,SIMEI LANE,10 TO 12,107,DBSS,2011,91 years,743000
2019-03,2019,03,TAMPINES,5 ROOM,515A,TAMPINES CTRL 7,16 TO 18,109,DBSS,2008,88 years 09 months,805000
2019-03,2019,03,TAMPINES,5 ROOM,515B,TAMPINES CTRL 7,13 TO 15,108,DBSS,2008,88 years 10 months,810000
2019-03,2019,03,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,28 TO 30,91,DBSS,2012,92 years 01 month,835000
2019-03,2019,03,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,37 TO 39,91,DBSS,2012,92 years 02 months,835000
2019-03,2019,03,TOA PAYOH,4 ROOM,138B,LOR 1A TOA PAYOH,34 TO 36,91,DBSS,2012,92 years 02 months,838000
2019-03,2019,03,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,37 TO 39,91,DBSS,2012,92 years 01 month,899000
2019-03,2019,03,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,01 TO 03,110,DBSS,2012,92 years 02 months,828000
2019-03,2019,03,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,04 TO 06,110,DBSS,2012,92 years 02 months,870000
2019-03,2019,03,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,13 TO 15,110,DBSS,2012,92 years 02 months,908000
2019-03,2019,03,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,13 TO 15,113,DBSS,2012,92 years 02 months,922000
2019-03,2019,03,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,37 TO 39,117,DBSS,2012,92 years 02 months,1068000
2019-03,2019,03,YISHUN,4 ROOM,348D,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 06 months,538000
2019-03,2019,03,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 06 months,565000
2019-03,2019,03,YISHUN,4 ROOM,348B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,93 years 07 months,585000
2019-03,2019,03,YISHUN,4 ROOM,347A,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 07 months,600000
2019-03,2019,03,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 07 months,600000
2019-03,2019,03,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 07 months,615000
2019-03,2019,03,YISHUN,5 ROOM,348D,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 07 months,700000
2019-04,2019,04,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,13 TO 15,91,DBSS,2011,91 years 04 months,733000
2019-04,2019,04,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,28 TO 30,91,DBSS,2011,91 years 04 months,750000
2019-04,2019,04,BISHAN,4 ROOM,275A,BISHAN ST 24,37 TO 39,95,DBSS,2011,91 years 04 months,878000
2019-04,2019,04,BISHAN,5 ROOM,273B,BISHAN ST 24,34 TO 36,120,DBSS,2011,91 years 05 months,1056000
2019-04,2019,04,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,34 TO 36,94,DBSS,2011,90 years 09 months,865000
2019-04,2019,04,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,34 TO 36,95,DBSS,2011,90 years 09 months,880000
2019-04,2019,04,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,07 TO 09,109,DBSS,2011,90 years 09 months,851000
2019-04,2019,04,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,25 TO 27,109,DBSS,2011,90 years 09 months,975000
2019-04,2019,04,TAMPINES,5 ROOM,168D,SIMEI LANE,07 TO 09,111,DBSS,2011,90 years 11 months,775000
2019-04,2019,04,TAMPINES,5 ROOM,167C,SIMEI LANE,04 TO 06,107,DBSS,2011,90 years 11 months,778000
2019-04,2019,04,TAMPINES,5 ROOM,518B,TAMPINES CTRL 7,10 TO 12,113,DBSS,2008,88 years 09 months,785000
2019-04,2019,04,TAMPINES,5 ROOM,168A,SIMEI LANE,10 TO 12,107,DBSS,2011,90 years 11 months,816000
2019-04,2019,04,TOA PAYOH,3 ROOM,139A,LOR 1A TOA PAYOH,01 TO 03,70,DBSS,2012,91 years 11 months,515000
2019-04,2019,04,TOA PAYOH,3 ROOM,138B,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,92 years 01 month,625000
2019-04,2019,04,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,10 TO 12,91,DBSS,2012,91 years 11 months,765000
2019-04,2019,04,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,13 TO 15,91,DBSS,2012,91 years 11 months,770000
2019-04,2019,04,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,04 TO 06,110,DBSS,2012,91 years 11 months,878888
2019-04,2019,04,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,07 TO 09,110,DBSS,2012,92 years 01 month,890000
2019-04,2019,04,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,114,DBSS,2012,92 years 01 month,977000
2019-04,2019,04,YISHUN,3 ROOM,348B,YISHUN AVE 11,13 TO 15,67,DBSS,2013,93 years 06 months,400000
2019-04,2019,04,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 06 months,590000
2019-04,2019,04,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 06 months,598000
2019-04,2019,04,YISHUN,4 ROOM,348C,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 05 months,600000
2019-04,2019,04,YISHUN,4 ROOM,348A,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 07 months,610000
2019-05,2019,05,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,01 TO 03,90,DBSS,2011,91 years 03 months,640000
2019-05,2019,05,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,04 TO 06,90,DBSS,2011,91 years 03 months,660000
2019-05,2019,05,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,25 TO 27,90,DBSS,2011,91 years 03 months,738000
2019-05,2019,05,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,16 TO 18,112,DBSS,2011,91 years 03 months,835000
2019-05,2019,05,BISHAN,5 ROOM,275A,BISHAN ST 24,28 TO 30,120,DBSS,2011,91 years 04 months,1080000
2019-05,2019,05,KALLANG/WHAMPOA,4 ROOM,7,BOON KENG RD,25 TO 27,94,DBSS,2011,90 years 08 months,852000
2019-05,2019,05,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,31 TO 33,95,DBSS,2011,90 years 08 months,857000
2019-05,2019,05,TAMPINES,5 ROOM,167A,SIMEI LANE,10 TO 12,107,DBSS,2011,90 years 10 months,763000
2019-05,2019,05,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,13 TO 15,109,DBSS,2008,88 years 08 months,812000
2019-05,2019,05,TAMPINES,5 ROOM,168A,SIMEI LANE,10 TO 12,107,DBSS,2011,90 years 10 months,820000
2019-05,2019,05,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,13 TO 15,91,DBSS,2012,92 years,750000
2019-05,2019,05,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,16 TO 18,91,DBSS,2012,92 years,772000
2019-05,2019,05,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,16 TO 18,91,DBSS,2012,91 years 11 months,790000
2019-05,2019,05,TOA PAYOH,4 ROOM,139B,LOR 1A TOA PAYOH,22 TO 24,91,DBSS,2012,92 years 02 months,795000
2019-05,2019,05,TOA PAYOH,5 ROOM,138C,LOR 1A TOA PAYOH,16 TO 18,113,DBSS,2012,92 years 03 months,900000
2019-05,2019,05,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,25 TO 27,114,DBSS,2012,92 years,940000
2019-05,2019,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,93 years 05 months,501000
2019-05,2019,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,01 TO 03,92,DBSS,2013,93 years 05 months,508000
2019-05,2019,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 04 months,520000
2019-05,2019,05,YISHUN,4 ROOM,347B,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 05 months,570000
2019-05,2019,05,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 05 months,578000
2019-05,2019,05,YISHUN,4 ROOM,348A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 04 months,618000
2019-06,2019,06,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,25 TO 27,120,DBSS,2011,91 years 02 months,933800
2019-06,2019,06,BISHAN,5 ROOM,273A,BISHAN ST 24,13 TO 15,120,DBSS,2011,91 years 03 months,860000
2019-06,2019,06,BISHAN,5 ROOM,275A,BISHAN ST 24,31 TO 33,120,DBSS,2011,91 years 02 months,1000000
2019-06,2019,06,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,22 TO 24,119,DBSS,2011,90 years 08 months,1035000
2019-06,2019,06,TAMPINES,4 ROOM,168C,SIMEI LANE,04 TO 06,94,DBSS,2011,90 years 09 months,628000
2019-06,2019,06,TAMPINES,5 ROOM,168D,SIMEI LANE,01 TO 03,107,DBSS,2011,90 years 09 months,685000
2019-06,2019,06,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,13 TO 15,110,DBSS,2008,88 years 07 months,808000
2019-06,2019,06,TOA PAYOH,4 ROOM,138C,LOR 1A TOA PAYOH,22 TO 24,91,DBSS,2012,91 years 11 months,838000
2019-06,2019,06,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,07 TO 09,113,DBSS,2012,91 years 10 months,895000
2019-06,2019,06,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,19 TO 21,114,DBSS,2012,91 years 11 months,918000
2019-06,2019,06,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,28 TO 30,114,DBSS,2012,91 years 11 months,1065000
2019-06,2019,06,YISHUN,3 ROOM,347B,YISHUN AVE 11,04 TO 06,67,DBSS,2013,93 years 03 months,380000
2019-06,2019,06,YISHUN,4 ROOM,347A,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 03 months,530000
2019-06,2019,06,YISHUN,4 ROOM,347A,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 04 months,530000
2019-06,2019,06,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 04 months,560000
2019-06,2019,06,YISHUN,4 ROOM,348D,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 03 months,583000
2019-06,2019,06,YISHUN,4 ROOM,348A,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 03 months,613000
2019-06,2019,06,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 03 months,620000
2019-06,2019,06,YISHUN,5 ROOM,348B,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 04 months,720000
2019-06,2019,06,YISHUN,5 ROOM,348B,YISHUN AVE 11,10 TO 12,112,DBSS,2013,93 years 04 months,735000
2019-07,2019,07,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,19 TO 21,117,DBSS,2011,90 years 11 months,860000
2019-07,2019,07,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,25 TO 27,117,DBSS,2011,90 years 11 months,935000
2019-07,2019,07,BISHAN,5 ROOM,273B,BISHAN ST 24,10 TO 12,120,DBSS,2011,91 years 01 month,1050000
2019-07,2019,07,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,10 TO 12,117,DBSS,2011,90 years 07 months,940000
2019-07,2019,07,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,37 TO 39,119,DBSS,2011,90 years 07 months,1205000
2019-07,2019,07,TAMPINES,4 ROOM,167C,SIMEI LANE,10 TO 12,94,DBSS,2011,90 years 07 months,640000
2019-07,2019,07,TAMPINES,4 ROOM,519C,TAMPINES CTRL 8,13 TO 15,84,DBSS,2014,93 years 11 months,718000
2019-07,2019,07,TAMPINES,5 ROOM,518D,TAMPINES CTRL 7,13 TO 15,109,DBSS,2008,88 years 06 months,812888
2019-07,2019,07,YISHUN,4 ROOM,347B,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 03 months,525000
2019-07,2019,07,YISHUN,4 ROOM,348C,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 02 months,570000
2019-07,2019,07,YISHUN,4 ROOM,348B,YISHUN AVE 11,04 TO 06,92,DBSS,2013,93 years 03 months,588000
2019-07,2019,07,YISHUN,4 ROOM,348B,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 03 months,598000
2019-07,2019,07,YISHUN,5 ROOM,348D,YISHUN AVE 11,10 TO 12,112,DBSS,2013,93 years 02 months,705000
2019-07,2019,07,YISHUN,5 ROOM,347A,YISHUN AVE 11,10 TO 12,112,DBSS,2013,93 years 02 months,710000
2019-07,2019,07,YISHUN,5 ROOM,348C,YISHUN AVE 11,10 TO 12,112,DBSS,2013,93 years 03 months,716888
2019-08,2019,08,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,25 TO 27,90,DBSS,2011,91 years,738000
2019-08,2019,08,ANG MO KIO,5 ROOM,588B,ANG MO KIO ST 52,19 TO 21,120,DBSS,2011,91 years,908000
2019-08,2019,08,BISHAN,5 ROOM,275A,BISHAN ST 24,19 TO 21,120,DBSS,2011,90 years 11 months,1000000
2019-08,2019,08,BISHAN,5 ROOM,273B,BISHAN ST 24,22 TO 24,120,DBSS,2011,90 years 11 months,1065000
2019-08,2019,08,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,10 TO 12,69,DBSS,2011,90 years 05 months,620000
2019-08,2019,08,TAMPINES,3 ROOM,520A,TAMPINES CTRL 8,10 TO 12,62,DBSS,2014,93 years 10 months,506888
2019-08,2019,08,TAMPINES,3 ROOM,520A,TAMPINES CTRL 8,13 TO 15,62,DBSS,2014,93 years 10 months,510000
2019-08,2019,08,TAMPINES,4 ROOM,519B,TAMPINES CTRL 8,01 TO 03,84,DBSS,2014,93 years 10 months,560000
2019-08,2019,08,TAMPINES,4 ROOM,168C,SIMEI LANE,01 TO 03,94,DBSS,2011,90 years 07 months,580000
2019-08,2019,08,TAMPINES,4 ROOM,520A,TAMPINES CTRL 8,04 TO 06,84,DBSS,2014,93 years 10 months,628000
2019-08,2019,08,TAMPINES,4 ROOM,519C,TAMPINES CTRL 8,13 TO 15,83,DBSS,2014,93 years 11 months,668000
2019-08,2019,08,TAMPINES,5 ROOM,519D,TAMPINES CTRL 8,13 TO 15,108,DBSS,2014,93 years 10 months,830000
2019-08,2019,08,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,34 TO 36,91,DBSS,2012,91 years 08 months,855000
2019-08,2019,08,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,04 TO 06,113,DBSS,2012,91 years 08 months,835000
2019-08,2019,08,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,31 TO 33,117,DBSS,2012,91 years 09 months,1050000
2019-08,2019,08,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,40 TO 42,117,DBSS,2012,91 years 08 months,1050000
2019-08,2019,08,YISHUN,3 ROOM,347A,YISHUN AVE 11,07 TO 09,67,DBSS,2013,93 years 01 month,420000
2019-08,2019,08,YISHUN,4 ROOM,348D,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 01 month,545000
2019-08,2019,08,YISHUN,4 ROOM,347A,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 01 month,565000
2019-08,2019,08,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 01 month,565000
2019-08,2019,08,YISHUN,4 ROOM,348D,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 01 month,568000
2019-08,2019,08,YISHUN,4 ROOM,348B,YISHUN AVE 11,10 TO 12,92,DBSS,2013,93 years 01 month,588000
2019-08,2019,08,YISHUN,4 ROOM,348B,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 01 month,588000
2019-08,2019,08,YISHUN,5 ROOM,348B,YISHUN AVE 11,04 TO 06,112,DBSS,2013,93 years 02 months,680000
2019-08,2019,08,YISHUN,5 ROOM,348B,YISHUN AVE 11,04 TO 06,112,DBSS,2013,93 years 02 months,698000
2019-08,2019,08,YISHUN,5 ROOM,348B,YISHUN AVE 11,07 TO 09,112,DBSS,2013,93 years 01 month,725000
2019-09,2019,09,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,10 TO 12,90,DBSS,2011,90 years 11 months,716000
2019-09,2019,09,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,16 TO 18,91,DBSS,2011,91 years,748000
2019-09,2019,09,ANG MO KIO,5 ROOM,588D,ANG MO KIO ST 52,25 TO 27,112,DBSS,2011,90 years 11 months,825000
2019-09,2019,09,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,19 TO 21,112,DBSS,2011,90 years 11 months,870000
2019-09,2019,09,BISHAN,4 ROOM,273A,BISHAN ST 24,40 TO 42,95,DBSS,2011,90 years 11 months,900000
2019-09,2019,09,JURONG WEST,3 ROOM,138A,YUAN CHING RD,22 TO 24,67,DBSS,2014,94 years,455000
2019-09,2019,09,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,16 TO 18,94,DBSS,2011,90 years 04 months,830000
2019-09,2019,09,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,13 TO 15,107,DBSS,2011,90 years 04 months,893000
2019-09,2019,09,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,31 TO 33,107,DBSS,2011,90 years 04 months,970000
2019-09,2019,09,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,25 TO 27,109,DBSS,2011,90 years 04 months,976666
2019-09,2019,09,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,07 TO 09,62,DBSS,2014,93 years 09 months,503000
2019-09,2019,09,TAMPINES,3 ROOM,520C,TAMPINES CTRL 8,07 TO 09,62,DBSS,2014,93 years 09 months,508000
2019-09,2019,09,TAMPINES,4 ROOM,519C,TAMPINES CTRL 8,04 TO 06,84,DBSS,2014,93 years 10 months,598000
2019-09,2019,09,TAMPINES,5 ROOM,168B,SIMEI LANE,07 TO 09,110,DBSS,2011,90 years 06 months,765500
2019-09,2019,09,TOA PAYOH,4 ROOM,139A,LOR 1A TOA PAYOH,31 TO 33,91,DBSS,2012,91 years 08 months,825000
